community link,community title,jupiter id,hydra noid,fedora3 uuid,Scholaris Link
https://era.library.ualberta.ca/communities/008c38a3-3045-42cd-85f2-8b493e6eae72,Master of Science in Internetworking (MINT),008c38a3-3045-42cd-85f2-8b493e6eae72,,,https://ualberta-dev.scholaris.ca/handle/123456789/1224
https://era.library.ualberta.ca/communities/017b5983-6bca-47d1-9760-0435ed3aedd8,"Anthropology, Department of",017b5983-6bca-47d1-9760-0435ed3aedd8,44558r023,uuid:214a9997-c93c-4526-ae61-9755a63a5724,https://ualberta-dev.scholaris.ca/handle/123456789/1226
https://era.library.ualberta.ca/communities/030b6ded-6a51-49fa-97ef-2691fa4a18d7,"Pharmacy and Pharmaceutical Sciences, Faculty of",030b6ded-6a51-49fa-97ef-2691fa4a18d7,44558r29h,uuid:36311147-ee8f-4d3f-969f-17b1f21fb206,https://ualberta-dev.scholaris.ca/handle/123456789/1230
https://era.library.ualberta.ca/communities/0318edfd-ac41-4d52-9f71-ce7c2feddd0f,Library Publishing,0318edfd-ac41-4d52-9f71-ce7c2feddd0f,,,https://ualberta-dev.scholaris.ca/handle/123456789/1233
https://era.library.ualberta.ca/communities/075e0181-5bec-47a9-a2ec-dcdf241fca3a,Forum for Information Professionals,075e0181-5bec-47a9-a2ec-dcdf241fca3a,44558r839,uuid:1dff5937-a540-44de-a57a-e6b468e40a65,https://ualberta-dev.scholaris.ca/handle/123456789/1235
https://era.library.ualberta.ca/communities/08bc1fb2-d59a-4465-84ad-2943e5d4079a,"Psychology, Department of",08bc1fb2-d59a-4465-84ad-2943e5d4079a,44558r78f,uuid:009d9a45-8240-498c-a6d6-fc8ff4c48510,https://ualberta-dev.scholaris.ca/handle/123456789/1243
https://era.library.ualberta.ca/communities/0ad32649-bdb3-42b6-8bfa-57ce39af9bcc,"East Asian Studies, Department of",0ad32649-bdb3-42b6-8bfa-57ce39af9bcc,b7s75dc57q,,https://ualberta-dev.scholaris.ca/handle/123456789/1246
https://era.library.ualberta.ca/communities/0d72326f-ef12-4171-94b5-e5054038f782,Canadian Centre for Isotopic Microanalysis (CCIM),0d72326f-ef12-4171-94b5-e5054038f782,44558r219,uuid:2715e562-29e7-4a70-91bd-6b31c009d6dc,https://ualberta-dev.scholaris.ca/handle/123456789/1252
https://era.library.ualberta.ca/communities/0e68287e-0046-462c-8866-d75dbf31a35b,Northern Alberta Health Libraries Association (NAHLA),0e68287e-0046-462c-8866-d75dbf31a35b,d791sj90d,,https://ualberta-dev.scholaris.ca/handle/123456789/1254
https://era.library.ualberta.ca/communities/0f0b9852-2bf2-47e5-9784-37a0831aca10,Student Conduct and Accountability,0f0b9852-2bf2-47e5-9784-37a0831aca10,,,https://ualberta-dev.scholaris.ca/handle/123456789/1256
https://era.library.ualberta.ca/communities/1803455f-53e5-40c6-981e-14ca6cd79698,"Ophthalmology, Department of",1803455f-53e5-40c6-981e-14ca6cd79698,44558r47f,uuid:42954c75-08be-4b9b-a16e-ace36a347558,https://ualberta-dev.scholaris.ca/handle/123456789/1259
https://era.library.ualberta.ca/communities/191059ea-fff4-49ca-a2ec-19acae556a85,"Philosophy, Department of",191059ea-fff4-49ca-a2ec-19acae556a85,gf06g532x,,https://ualberta-dev.scholaris.ca/handle/123456789/1261
https://era.library.ualberta.ca/communities/1adf4049-3f9f-4bd9-a8fd-d20668748c3c,"Human Ecology, Department of",1adf4049-3f9f-4bd9-a8fd-d20668748c3c,b4x51hj199,,https://ualberta-dev.scholaris.ca/handle/123456789/1265
https://era.library.ualberta.ca/communities/1b6122e9-8aa0-48b3-a2f7-563d1a344d73,Digital Communities Broadband Portal,1b6122e9-8aa0-48b3-a2f7-563d1a344d73,cf95jf124,,https://ualberta-dev.scholaris.ca/handle/123456789/1270
https://era.library.ualberta.ca/communities/1c89a0be-98d2-4f84-86b3-d4eda236b24d,"Law, Faculty of",1c89a0be-98d2-4f84-86b3-d4eda236b24d,b2773z60x,,https://ualberta-dev.scholaris.ca/handle/123456789/1272
https://era.library.ualberta.ca/communities/1ce249e5-ba98-41aa-9d5d-dd7ccad3dbb2,"English and Film Studies, Department of",1ce249e5-ba98-41aa-9d5d-dd7ccad3dbb2,44558r58z,uuid:51ac4441-253a-448b-aa75-1a1113bf93bf,https://ualberta-dev.scholaris.ca/handle/123456789/1276
https://era.library.ualberta.ca/communities/1d5baecc-8565-4a49-89f5-5fc8e783bfbc,University of Saskatchewan,1d5baecc-8565-4a49-89f5-5fc8e783bfbc,44558r23v,uuid:7ef9ce1b-c745-4133-8b26-fd1412f06d53,https://ualberta-dev.scholaris.ca/handle/123456789/1280
https://era.library.ualberta.ca/communities/1e7ade98-eba9-4ae4-90bc-80230fbb3c04,University of Alberta Libraries – Free Access Resources,1e7ade98-eba9-4ae4-90bc-80230fbb3c04,44558r155,uuid:e4b40469-8b16-4e71-aad3-64e07548fe82,https://ualberta-dev.scholaris.ca/handle/123456789/1282
https://era.library.ualberta.ca/communities/1e9325ef-b104-4226-b1f6-26444984afe3,St. Stephen's College,1e9325ef-b104-4226-b1f6-26444984afe3,xg94hs495,uuid:a35177dc-ae05-4bb3-a9f9-15e7eb9a91d6,https://ualberta-dev.scholaris.ca/handle/123456789/1292
https://era.library.ualberta.ca/communities/1fce2156-a207-4dde-a269-86e245d74311,Health Research Data Symposium (2014),1fce2156-a207-4dde-a269-86e245d74311,44558r44m,uuid:d52bb937-8bf2-48ac-8a6f-c25a7bae8dcd,https://ualberta-dev.scholaris.ca/handle/123456789/1296
https://era.library.ualberta.ca/communities/2259216e-2ca8-4a35-9d87-80e37bf5ecc3,"Secondary Education, Department of",2259216e-2ca8-4a35-9d87-80e37bf5ecc3,44558r244,uuid:c5cc2822-f4c0-4472-a5c8-73c9ad36cc7e,https://ualberta-dev.scholaris.ca/handle/123456789/1298
https://era.library.ualberta.ca/communities/22f14b64-4cbf-43da-9f10-49b70ed756b3,"Oncology, Department of",22f14b64-4cbf-43da-9f10-49b70ed756b3,44558r26p,uuid:5c2903b3-6cee-4ad9-9d94-66ff943861c2,https://ualberta-dev.scholaris.ca/handle/123456789/1304
https://era.library.ualberta.ca/communities/2404d267-4f82-49ae-88a2-5b52f2be531d,Alberta Centre for Reclamation and Restoration Ecology (ACRRE),2404d267-4f82-49ae-88a2-5b52f2be531d,44558r32t,uuid:d6475fed-df36-45ac-acfa-3c245aa7121d,https://ualberta-dev.scholaris.ca/handle/123456789/1308
https://era.library.ualberta.ca/communities/25dcca43-c1b7-44ef-b704-f19db95881fa,CANHelp Working Group,25dcca43-c1b7-44ef-b704-f19db95881fa,44558r36x,uuid:894f0eda-54e9-4b3a-8f24-e23da0e6fd1a,https://ualberta-dev.scholaris.ca/handle/123456789/1312
https://era.library.ualberta.ca/communities/26530ba8-519b-4b4e-aa55-83df907b3086,Alberta Centre for Active Living,26530ba8-519b-4b4e-aa55-83df907b3086,44558r80g,uuid:5a28b6c7-ed29-4eca-9073-64bc17efda2b,https://ualberta-dev.scholaris.ca/handle/123456789/1316
https://era.library.ualberta.ca/communities/27626edf-6c45-4350-ada7-b594a7c20905,Energy Efficiency Alberta,27626edf-6c45-4350-ada7-b594a7c20905,,,https://ualberta-dev.scholaris.ca/handle/123456789/1322
https://era.library.ualberta.ca/communities/2850388f-8548-46a2-b87a-29130a2ff967,Visual Arts Student Association,2850388f-8548-46a2-b87a-29130a2ff967,44558q98q,uuid:3cbd24e9-c790-4a70-8f39-c5981b3d2d63,https://ualberta-dev.scholaris.ca/handle/123456789/1326
https://era.library.ualberta.ca/communities/2936867e-126a-45f1-bba9-512991b044ae,Baikal Archaeology Project,2936867e-126a-45f1-bba9-512991b044ae,,,https://ualberta-dev.scholaris.ca/handle/123456789/1328
https://era.library.ualberta.ca/communities/2c5be215-7943-434e-b96e-4390bc16b00a,"Sociology, Department of",2c5be215-7943-434e-b96e-4390bc16b00a,x059c998t,,https://ualberta-dev.scholaris.ca/handle/123456789/1330
https://era.library.ualberta.ca/communities/2fae2de4-8a03-4056-a3c5-155a11683dc1,Art/Research International,2fae2de4-8a03-4056-a3c5-155a11683dc1,44558r57p,uuid:7d9861af-5bc7-495c-aec6-ae23d2aefb15,https://ualberta-dev.scholaris.ca/handle/123456789/1336
https://era.library.ualberta.ca/communities/30ae3d88-e1d1-49d8-9e8d-897bdcf202ee,"Agricultural, Food and Nutritional Science, Department of",30ae3d88-e1d1-49d8-9e8d-897bdcf202ee,1z40kw647,,https://ualberta-dev.scholaris.ca/handle/123456789/1338
https://era.library.ualberta.ca/communities/31e5f212-5737-451d-95c1-4579ad0b8630,"Medical Microbiology and Immunology, Department of",31e5f212-5737-451d-95c1-4579ad0b8630,44558r48q,uuid:a8279f3d-07a3-4fff-8e6d-429b4a3c8083,https://ualberta-dev.scholaris.ca/handle/123456789/1341
https://era.library.ualberta.ca/communities/33f9a8fe-e2e6-4df1-9b92-0721dc1c0755,"Institute for Space Science, Exploration and Technology (ISSET)",33f9a8fe-e2e6-4df1-9b92-0721dc1c0755,,,https://ualberta-dev.scholaris.ca/handle/123456789/1344
https://era.library.ualberta.ca/communities/34de6895-e488-440b-b05c-75efe26c4971,Canadian Rail Research Laboratory (CaRRL),34de6895-e488-440b-b05c-75efe26c4971,,,https://ualberta-dev.scholaris.ca/handle/123456789/1346
https://era.library.ualberta.ca/communities/35c65900-ebfa-4c9e-a4a8-8ca7a1d02100,NEOS Library Consortium,35c65900-ebfa-4c9e-a4a8-8ca7a1d02100,,,https://ualberta-dev.scholaris.ca/handle/123456789/1349
https://era.library.ualberta.ca/communities/360837d2-e7f0-4646-827c-9ef5c80cb80d,"Music, Department of",360837d2-e7f0-4646-827c-9ef5c80cb80d,44558r31j,uuid:6685fdc7-4958-454b-a8ff-649c0a3c14d4,https://ualberta-dev.scholaris.ca/handle/123456789/1351
https://era.library.ualberta.ca/communities/38966b26-7365-473d-bab2-1cbc077ef099,"Engineering, Faculty of",38966b26-7365-473d-bab2-1cbc077ef099,44558r22k,uuid:14173549-f7b9-4fb2-aadf-d7ea074a89a7,https://ualberta-dev.scholaris.ca/handle/123456789/1355
https://era.library.ualberta.ca/communities/3a996e76-d2a0-4c13-b50b-c9cb89cbfc71,Institute for Sexual Minority Studies and Services (iSMSS),3a996e76-d2a0-4c13-b50b-c9cb89cbfc71,vh53wz11m,uuid:05e83576-aa64-4c81-8704-b9e85425376b,https://ualberta-dev.scholaris.ca/handle/123456789/1359
https://era.library.ualberta.ca/communities/3bfcccd1-843e-4724-bb78-59daf7001018,"Drama, Department of",3bfcccd1-843e-4724-bb78-59daf7001018,j67316553,,https://ualberta-dev.scholaris.ca/handle/123456789/1362
https://era.library.ualberta.ca/communities/3e108250-0ec8-49ba-a43f-4ebd6a3f8b00,"Education, Faculty of",3e108250-0ec8-49ba-a43f-4ebd6a3f8b00,44558r56d,uuid:70e270c5-eeae-4624-b9e1-b3f22f930ffa,https://ualberta-dev.scholaris.ca/handle/123456789/1365
https://era.library.ualberta.ca/communities/4149630b-f75f-45db-9f91-57cc969b9bec,Community Service-Learning (CSL),4149630b-f75f-45db-9f91-57cc969b9bec,,,https://ualberta-dev.scholaris.ca/handle/123456789/1373
https://era.library.ualberta.ca/communities/435b5992-548c-4196-8d87-1b84404e9937,North Saskatchewan Watershed Alliance (NSWA),435b5992-548c-4196-8d87-1b84404e9937,,,https://ualberta-dev.scholaris.ca/handle/123456789/1375
https://era.library.ualberta.ca/communities/43f5d3bf-2534-4071-aac0-4abf4a453b0a,@Risk North 3,43f5d3bf-2534-4071-aac0-4abf4a453b0a,,,https://ualberta-dev.scholaris.ca/handle/123456789/1379
https://era.library.ualberta.ca/communities/47cd1f10-c1fa-43b0-9096-30cfaded13cb,"Physical Medicine and Rehabilitation, Division of",47cd1f10-c1fa-43b0-9096-30cfaded13cb,44558r376,uuid:ee72fb98-9fd3-44a2-bc68-82db95c7b256,https://ualberta-dev.scholaris.ca/handle/123456789/1381
https://era.library.ualberta.ca/communities/4828a0be-7afc-4b77-8438-d6b6086e7e0a,"History and Classics, Department of",4828a0be-7afc-4b77-8438-d6b6086e7e0a,44558r511,uuid:224323e4-615b-4aa5-8043-a3954680ca9c,https://ualberta-dev.scholaris.ca/handle/123456789/1383
https://era.library.ualberta.ca/communities/492e5332-a156-4e65-a950-de7ca2b3a97d,Institute of Health Economics,492e5332-a156-4e65-a950-de7ca2b3a97d,bqf85nb481,,https://ualberta-dev.scholaris.ca/handle/123456789/1387
https://era.library.ualberta.ca/communities/4aa9f31f-9e9f-4573-9c11-ddcef4595556,China Institute,4aa9f31f-9e9f-4573-9c11-ddcef4595556,44558r45w,uuid:e62852dc-71cd-492d-9f5e-f25fe6bbc769,https://ualberta-dev.scholaris.ca/handle/123456789/1396
https://era.library.ualberta.ca/communities/4ab5150d-2606-4a49-b400-2defbd6ce306,Documents of Contemporary War,4ab5150d-2606-4a49-b400-2defbd6ce306,,,https://ualberta-dev.scholaris.ca/handle/123456789/1400
https://era.library.ualberta.ca/communities/4c7c34af-8123-4ce0-9f64-5f8b995b31e1,"Obstetrics and Gynecology, Department of",4c7c34af-8123-4ce0-9f64-5f8b995b31e1,44558r00j,uuid:c4aebe77-2c5d-4590-b4e2-d4edd25db9d3,https://ualberta-dev.scholaris.ca/handle/123456789/1403
https://era.library.ualberta.ca/communities/4cda3911-0c3b-4e67-b7f1-9f9690c0e251,Digital Humanities Program,4cda3911-0c3b-4e67-b7f1-9f9690c0e251,b2227mp77t,,https://ualberta-dev.scholaris.ca/handle/123456789/1405
https://era.library.ualberta.ca/communities/4ff4c52e-79f5-40e3-8658-a4d049818963,Edmonton Mennonite Centre for Newcomers (EMCN),4ff4c52e-79f5-40e3-8658-a4d049818963,8049g811h,,https://ualberta-dev.scholaris.ca/handle/123456789/1408
https://era.library.ualberta.ca/communities/54b7e98d-fa48-4efb-911d-53abe52ebf60,Helmholtz-Alberta Initiative,54b7e98d-fa48-4efb-911d-53abe52ebf60,44558q965,uuid:308ec104-f623-40df-b468-174b86f37145,https://ualberta-dev.scholaris.ca/handle/123456789/1410
https://era.library.ualberta.ca/communities/554d073a-9931-470a-9f51-2bd884bd6a21,Edmonton Social Planning Council (ESPC),554d073a-9931-470a-9f51-2bd884bd6a21,44558r27z,uuid:ff62bfa7-3498-4063-bd21-079b26f8cdb0,https://ualberta-dev.scholaris.ca/handle/123456789/1412
